,Name1,GHR-webpage1,frequency1,Description1,,Inheritance-pattern1,,Related-gene-list1,,,Synonym-list1,Db-key-list1,key1,reviewed1,published,,,,
,,,,,"(paraplegia). Hereditary spastic paraplegias are divided into two types: pure",,,,,,"spastic paraparesis, childhood-onset, with distal muscle wasting",GeneReviews,hsp,,,,,,
,,,,,"and complex. The pure types involve the lower limbs. The complex types involve",,,,,,"spastic paraplegia 20, autosomal recessive",db,key,,,,,,
,,,,,"the lower limbs and can also affect the upper limbs to a lesser degree; the",,,,,,"spastic paraplegia, autosomal recessive, Troyer type",GeneReviews,spg20,,,,,,
,,,,,"structure or functioning of the brain; and the nerves connecting the brain and",,,,,,SPG20,db,key,,,,,,
,,,,,"spinal cord to muscles and sensory cells that detect sensations such as touch,",,,,,,,ICD-10-CM,G11.4,,,,,,
,,,,,"pain, heat, and sound (the peripheral nervous system). Troyer syndrome is a",,,,,,,db,key,,,,,,
,,,,,"complex hereditary spastic paraplegia.",,,,,,,MeSH,D010264,,,,,,
,,,,html:p,"People with Troyer syndrome can experience a variety of signs and symptoms. The",,,,,,,db,key,,,,,,
,,,,,"most common characteristics of Troyer syndrome are spasticity of the leg",,,,,,,MeSH,D015419,,,,,,
,,,,,"muscles, progressive muscle weakness, paraplegia, muscle wasting in the hands",,,,,,,db,key,,,,,,
,,,,,"and feet (distal amyotrophy), small stature, developmental delay, learning",,,,,,,OMIM,275900,,,,,,
,,,,,"disorders, speech difficulties (dysarthria), and mood swings. Other",,,,,,,db,key,,,,,,
,,,,,"characteristics can include exaggerated reflexes (hyperreflexia) in the lower",,,,,,,Orphanet,685,,,,,,
,,,,,"limbs, uncontrollable movements of the limbs (choreoathetosis), skeletal",,,,,,,db,key,,,,,,
,,,,,"abnormalities, and a bending outward (valgus) of the knees.",,,,,,,"SNOMED CT",230264003,,,,,,
,,,,html:p,"Troyer syndrome causes the degeneration and death of muscle cells and motor",,,,,,,,,,,,,,
,,,,,"neurons (specialized nerve cells that control muscle movement) throughout a",,,,,,,,,,,,,,
,,,,,"person's lifetime, leading to a slow progressive decline in muscle and nerve",,,,,,,,,,,,,,
,,,,,"function. The severity of impairment related to Troyer syndrome increases as a",,,,,,,,,,,,,,
,,,,,"person ages. Most affected individuals require a wheelchair by the time they",,,,,,,,,,,,,,
,,,,,"are in their fifties or sixties.",,,,,,,,,,,,,,
,,,,,,,inheritance-pattern-list,,,related-gene-list,,,,,,,,,
,"TUBB4A-related leukodystrophy",https://ghr.nlm.nih.gov/condition/tubb4a-related-leukodystrophy,"TUBB4A-related leukodystrophy is a rare disorder, although the exact",html:p,html:i,,,ad,"autosomal dominant",,ghr-page,"TUBB4A-associated hypomyelinating leukoencephalopathies",db-key,db,key,2017-08,2017-12-29,,
,,,"prevalence of the condition is unknown. At least 70 affected individuals have",,TUBB4A,,,,,,https://ghr.nlm.nih.gov/gene/TUBB4A,"TUBB4A-related hypomyelinating leukodystrophy",,GTR,C2676244,,,,
,,,"been described in the medical literature.",,,,,,,,,,db-key,db,key,,,,
,,,,,,,,,,,,,,GeneReviews,tubb4a-leuk,,,,
,,,,,,"-related leukodystrophy involves hypomyelination, which means that the nervous",,,,,,,db-key,db,key,,,,
,,,,,,"system has a reduced ability to form myelin. In some affected individuals,",,,,,,,,MeSH,D020279,,,,
,,,,,,"myelin may also break down, which is known as demyelination.",,,,,,,db-key,db,key,,,,
,,,,html:p,"At the most severe end of the TUBB4A-related leukodystrophy spectrum is a condition called ",,,,,,,,,OMIM,612438,,,,
,,,,,"hypomyelination with atrophy of the basal ganglia and cerebellum (H-ABC). This disorder begins ",,,,,,,,,,,,,,
,,,,,"in infancy or early childhood. ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,"At the mildest end of the TUBB4A-related leukodystrophy spectrum is a condition called isolated hypomyelination, ",,,,,,,,,,,,,,
,,,,,"which begins at any time from late childhood to adulthood. Individuals at this end of the spectrum have mild ",,,,,,,,,,,,,,
,,,,html:p,"hypomyelination and sometimes mild atrophy of the cerebellum, but no problems with the basal ganglia.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,html:p,"H-ABC is characterized by particular brain abnormalities, including",,,,,,,,,,,,,,
,,,,,"hypomyelination. In addition, tissue in certain regions of the brain breaks down",,,,,,,,,,,,,,
,,,,,"(atrophies), most prominently in a region called the putamen, which is part of",,,,,,,,,,,,,,
,,,,,"a group of structures that help control movement (the basal ganglia). Atrophy of",,,,,,,,,,,,,,
,,,,,"brain tissue in another region involved in movement called the cerebellum is",,,,,,,,,,,,,,
,,,,,"common, and atrophy of the cerebrum, which controls most voluntary activity,",,,,,,,,,,,,,,
,,,,,"language, sensory perception, learning, and memory, can also occur.",,,,,,,,,,,,,,
,,,,html:p,html:i,,,,,,,,,,,,,,
,,,,,TUBB4A,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,html:p,html:i,,,,,,,,,,,,,,
,,,,,TUBB4A,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,related-gene-list,,,,,,,,,,,
,"Tuberous sclerosis complex, TSC",https://ghr.nlm.nih.gov/condition/tuberous-sclerosis-complex,"Tuberous sclerosis complex affects about 1 in 6,000 people.",html:p,"Tuberous sclerosis complex is a genetic disorder characterized by the growth of",ad,"autosomal dominant",,TSC1,https://ghr.nlm.nih.gov/gene/TSC1,"Bourneville disease",db,key,2017-02,2017-12-29,,,,
,"結節性硬化症 ",,,,"numerous noncancerous (benign) tumors in many parts of the body. These tumors",,,related-gene,gene-symbol,ghr-page,"Bourneville phakomatosis",GTR,C0041341,,,,,,
,,,,,"can occur in the skin, brain, kidneys, and other organs, in some cases leading",,,,TSC2,https://ghr.nlm.nih.gov/gene/TSC2,"cerebral sclerosis",db,key,,,,,,
,,,,,"to significant health problems. Tuberous sclerosis complex also causes",,,,,,epiloia,GTR,C1854465,,,,,,
,,,,,"developmental problems, and the signs and symptoms of the condition vary from",,,,,,"sclerosis tuberosa",db,key,,,,,,
,,,,,"person to person.",,,,,,"tuberose sclerosis",GTR,C1860707,,,,,,
,,,,html:p,"Virtually all affected people have skin abnormalities, including patches of",,,,,,,db,key,,,,,,
,,,,,"unusually light-colored skin, areas of raised and thickened skin, and growths",,,,,,,GeneReviews,tuberous-sclerosis,,,,,,
,,,,,"under the nails. Tumors on the face called facial angiofibromas are also common",,,,,,,db,key,,,,,,
,,,,,"beginning in childhood.",,,,,,,ICD-10-CM,Q85.1,,,,,,
,,,,html:p,"Tuberous sclerosis complex often affects the brain, causing seizures, behavioral",,,,,,,db,key,,,,,,
,,,,,"problems such as hyperactivity and aggression, and intellectual disability or",,,,,,,MeSH,D014402,,,,,,
,,,,,"learning problems. Some affected children have the characteristic features of",,,,,,,db,key,,,,,,
,,,,,"autism, a developmental disorder that affects communication and social",,,,,,,OMIM,191100,,,,,,
,,,,,"interaction. Benign brain tumors can also develop in people with tuberous",,,,,,,db,key,,,,,,
,,,,,"sclerosis complex; these tumors can cause serious or life-threatening",,,,,,,Orphanet,805,,,,,,
,,,,,complications.,,,,,,,db,key,,,,,,
,,,,html:p,"Kidney tumors are common in people with tuberous sclerosis complex; these",,,,,,,"SNOMED CT",36025004,,,,,,
,,,,,"growths can cause severe problems with kidney function and may be",,,,,,,db,key,,,,,,
,,,,,"life-threatening in some cases. Additionally, tumors can develop in the heart,",,,,,,,"SNOMED CT",7199000,,,,,,
,,,,,"lungs, and the light-sensitive tissue at the back of the eye (the retina).",,,,,,,,,,,,,,
,,,,,就結節性硬化症，現時有新標靶藥物「Everolimus」能抑制腫瘤增生，但藥費每月約2萬元,,,,,,,,,,,,,,
,,,,,,,,related-gene-list,,,,,,,,,,,
,"Tubular aggregate myopathy",https://ghr.nlm.nih.gov/condition/tubular-aggregate-myopathy,"Tubular aggregate myopathy is a rare disorder. Its prevalence is unknown.",html:p,"Tubular aggregate myopathy is a disorder that primarily affects the skeletal",ad,"autosomal dominant",,ORAI1,https://ghr.nlm.nih.gov/gene/ORAI1,"myopathy with tubular aggregates",db,key,2017-03,2017-12-29,,,,
,,,,,"muscles, which are muscles the body uses for movement. This disorder causes",code,memo,related-gene,gene-symbol,ghr-page,TAM,GTR,C0410207,,,,,,
,,,,,"muscle pain, cramping, or weakness that begins in childhood and worsens over",ar,"autosomal recessive",,STIM1,https://ghr.nlm.nih.gov/gene/STIM1,,db,key,,,,,,
,,,,,"time. The muscles of the lower limbs are most often affected, although the upper",,,,,,,MeSH,D020914,,,,,,
,,,,,"limbs can also be involved. Affected individuals can have difficulty running,",,,,,,,db,key,,,,,,
,,,,,"climbing stairs, or getting up from a squatting position. The weakness may also",,,,,,,OMIM,160565,,,,,,
,,,,,"lead to an unusual walking style (gait). Some people with this condition develop",,,,,,,db,key,,,,,,
,,,,,"joint deformities (contractures) in the arms and legs.",,,,,,,Orphanet,2593,,,,,,
,,,,html:p,"Skeletal muscles are normally made up of two types of fibers, called type I and",,,,,,,db,key,,,,,,
,,,,,"type II fibers, in approximately equal quantities. Type I fibers, also called",,,,,,,"SNOMED CT",240087000,,,,,,
,,,,,"slow twitch fibers, are used for long, sustained activity, such as walking long",,,,,,,,,,,,,,
,,,,,"distances. Type II fibers, also known as fast twitch fibers, are used for short",,,,,,,,,,,,,,
,,,,,"bursts of strength, which are needed for activities such as running up stairs or",,,,,,,,,,,,,,
,,,,,"sprinting. In people with tubular aggregate myopathy, type II fibers waste away",,,,,,,,,,,,,,
,,,,,"(atrophy), so affected individuals have mostly type I fibers. In addition,",,,,,,,,,,,,,,
,,,,,"proteins build up abnormally in both type I and type II fibers, forming clumps",,,,,,,,,,,,,,
,,,,,"of tube-like structures called tubular aggregates. Tubular aggregates can occur",,,,,,,,,,,,,,
,,,,,"in other muscle disorders, but they are the primary muscle cell abnormality in",,,,,,,,,,,,,,
,,,,,"tubular aggregate myopathy.",,,,,,,,,,,,,,
,,,,,,,,related-gene-list,,,,,,,,,,,
,"Tumor necrosis factor receptor-associated periodic syndrome",https://ghr.nlm.nih.gov/condition/tumor-necrosis-factor-receptor-associated-peri,"TRAPS has an estimated prevalence of one per million individuals; it is the",html:p,"Tumor necrosis factor receptor-associated periodic syndrome (commonly known as",ad,"autosomal dominant",,TNFRSF1A,https://ghr.nlm.nih.gov/gene/TNFRSF1A,"autosomal dominant familial periodic fever",db,key,2016-02,2017-12-29,,,,
,,odic-syndrome,"second most common inherited recurrent fever syndrome, following a similar",,"TRAPS) is a condition characterized by recurrent episodes of fever. These fevers",,,,,,"familial Hibernian fever",GTR,C1275126,,,,,,
,,,"condition called familial Mediterranean fever. More than 1,000 people worldwide",,"typically last about 3 weeks but can last from a few days to a few months. The",,,,,,FPF,db,key,,,,,,
,,,"have been diagnosed with TRAPS.",,"frequency of the episodes varies greatly among affected individuals; fevers can",,,,,,"TNF receptor-associated periodic fever syndrome",MeSH,D056660,,,,,,
,,,,,"occur anywhere between every 6 weeks to every few years. Some individuals can",,,,,,TRAPS,db,key,,,,,,
,,,,,"go many years without having a fever episode. Fever episodes usually occur",,,,,,,OMIM,142680,,,,,,
,,,,,"spontaneously, but sometimes they can be brought on by a variety of triggers,",,,,,,,db,key,,,,,,
,,,,,"such as minor injury, infection, stress, exercise, or hormonal changes.",,,,,,,Orphanet,32960,,,,,,
,,,,html:p,"During episodes of fever, people with TRAPS can have additional signs and",,,,,,,db,key,,,,,,
,,,,,"symptoms. These include abdominal and muscle pain and a spreading skin rash,",,,,,,,"SNOMED CT",403833009,,,,,,
,,,,,"typically found on the limbs. Affected individuals may also experience puffiness",,,,,,,,,,,,,,
,,,,,"or swelling in the skin around the eyes (periorbital edema); joint pain; and",,,,,,,,,,,,,,
,,,,,"inflammation in various areas of the body including the eyes, heart muscle,",,,,,,,,,,,,,,
,,,,,"certain joints, throat, or mucous membranes such as the moist lining of the",,,,,,,,,,,,,,
,,,,,"mouth and digestive tract. Occasionally, people with TRAPS develop amyloidosis,",,,,,,,,,,,,,,
,,,,,"an abnormal buildup of a protein called amyloid in the kidneys that can lead to",,,,,,,,,,,,,,
,,,,,"kidney failure. It is estimated that 15 to 20 percent of people with TRAPS",,,,,,,,,,,,,,
,,,,,"develop amyloidosis, typically in mid-adulthood.",,,,,,,,,,,,,,
,,,,html:p,"The fever episodes characteristic of TRAPS can begin at any age, from infancy to",,,,,,,,,,,,,,
,,,,,"late adulthood, but most people have their first episode in childhood.",,,,,,,,,,,,,,
,,,,,,,,related-gene-list,,,,,,,,,,,
,"Turner syndrome",https://ghr.nlm.nih.gov/condition/turner-syndrome,"This condition occurs in about 1 in 2,500 newborn girls worldwide, but it",html:p,"Turner syndrome is a chromosomal condition that affects development in females.",n,"not inherited",,SHOX,https://ghr.nlm.nih.gov/gene/SHOX,"45,X",db,key,2017-10,2017-12-29,,,,
,透納氏症,,"is much more common among pregnancies that do not survive to term (miscarriages",,"The most common feature of Turner syndrome is short stature, which becomes",,,related-chromosome,name,ghr-page,"monosomy X",GTR,C0041408,,,,,,
,,,"and stillbirths).",,"evident by about age 5. An early loss of ovarian function (ovarian hypofunction",,,,X,https://ghr.nlm.nih.gov/chromosome/X,TS,db,key,,,,,,
,,,,,"or premature ovarian failure) is also very common. The ovaries develop normally",,,,,,"Turner's syndrome",ICD-10-CM,Q96,,,,,,
,,,,,"at first, but egg cells (oocytes) usually die prematurely and most ovarian",,,,,,"Ullrich-Turner syndrome",db,key,,,,,,
,,,,,"tissue degenerates before birth. Many affected girls do not undergo puberty",,,,,,,ICD-10-CM,Q96.0,,,,,,
,,,,,"unless they receive hormone therapy, and most are unable to conceive",,,,,,,db,key,,,,,,
,,,,,"(infertile). A small percentage of females with Turner syndrome retain normal",,,,,,,ICD-10-CM,Q96.1,,,,,,
,,,,,"ovarian function through young adulthood.",,,,,,,db,key,,,,,,
,,,,html:p,"About 30 percent of females with Turner syndrome have extra folds of skin on the",,,,,,,ICD-10-CM,Q96.2,,,,,,
,,,,,"neck (webbed neck), a low hairline at the back of the neck, puffiness or",,,,,,,db,key,,,,,,
,,,,,"swelling (lymphedema) of the hands and feet, skeletal abnormalities, or kidney",,,,,,,ICD-10-CM,Q96.3,,,,,,
,,,,,"problems. One third to one half of individuals with Turner syndrome are born",,,,,,,db,key,,,,,,
,,,,,"with a heart defect, such as a narrowing of the large artery leaving the heart",,,,,,,ICD-10-CM,Q96.4,,,,,,
,,,,,"(coarctation of the aorta) or abnormalities of the valve that connects the aorta",,,,,,,db,key,,,,,,
,,,,,"with the heart (the aortic valve). Complications associated with these heart",,,,,,,ICD-10-CM,Q96.8,,,,,,
,,,,,"defects can be life-threatening.",,,,,,,db,key,,,,,,
,,,,html:p,"Most girls and women with Turner syndrome have normal intelligence.",,,,,,,ICD-10-CM,Q96.9,,,,,,
,,,,,"Developmental delays, nonverbal learning disabilities, and behavioral problems",,,,,,,db,key,,,,,,
,,,,,"are possible, although these characteristics vary among affected individuals.",,,,,,,MeSH,D014424,,,,,,
,,,,,,,,,,,,db,key,,,,,,
,,,,,,,,,,,,Orphanet,881,,,,,,
,,,,,,,,,,,,db,key,,,,,,
,,,,,,,,related-gene-list,,,,"SNOMED CT",38804009,,,,,,
,"Type 1 diabetes",https://ghr.nlm.nih.gov/condition/type-1-diabetes,"Type 1 diabetes occurs in 10 to 20 per 100,000 people per year in the",html:p,"Type 1 diabetes is a disorder characterized by abnormally high blood sugar",u,"pattern unknown",,CCR5,https://ghr.nlm.nih.gov/gene/CCR5,"autoimmune diabetes",db,key,2013-03,2017-12-29,,,,
,,,"United States. By age 18, approximately 1 in 300 people in the United States",,"levels. In this form of diabetes, specialized cells in the pancreas called beta",,,related-gene,gene-symbol,ghr-page,"diabetes mellitus type 1",GTR,C0011854,,,,,,
,,,"develop type 1 diabetes. The disorder occurs with similar frequencies in Europe,",,"cells stop producing insulin. Insulin controls how much glucose (a type of",,,,CTLA4,https://ghr.nlm.nih.gov/gene/CTLA4,"diabetes mellitus, insulin-dependent",db,key,,,,,,
,,,"the United Kingdom, Canada, and New Zealand. Type 1 diabetes occurs much less",,"sugar) is passed from the blood into cells for conversion to energy. Lack of",,,related-gene,gene-symbol,ghr-page,"diabetes mellitus, type 1",GTR,C1832392,,,,,,
,,,"frequently in Asia and South America, with reported incidences as low as 1 in 1",,"insulin results in the inability to use glucose for energy or to control the",,,,FOXP3,https://ghr.nlm.nih.gov/gene/FOXP3,IDDM,db,key,,,,,,
,,,"million per year. For unknown reasons, during the past 20 years the worldwide",,"amount of sugar in the blood.",,,related-gene,gene-symbol,ghr-page,"insulin-dependent diabetes mellitus",GTR,C1832474,,,,,,
