Name1,GHR-webpage1,frequency1,Description1,,Related-gene-list1,,,Synonym-list1,Db-key-list1,key1,reviewed1,published,,,,
"Progressive familial intrahepatic cholestasis",https://ghr.nlm.nih.gov/condition/progressive-familial-intrahepatic-cholestasis,"PFIC is estimated to affect 1 in 50,000 to 100,000 people worldwide. PFIC",html:p,"autosomal recessive",,ABCB4,https://ghr.nlm.nih.gov/gene/ABCB4,"ABCB4-related intrahepatic cholestasis",db,key,2009-12,2017-12-29,,,,
,,"type 1 is much more common in the Inuit population of Greenland and the Old",,,related-gene,gene-symbol,ghr-page,"ABCB11-related intrahepatic cholestasis",GTR,C0268312,,,,,,
,,"Order Amish population of the United States.",,,,ABCB11,https://ghr.nlm.nih.gov/gene/ABCB11,"ATP8B1-related intrahepatic cholestasis",db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"BSEP deficiency",GTR,C1865643,,,,,,
,,,html:p,,,ATP8B1,https://ghr.nlm.nih.gov/gene/ATP8B1,"Byler disease",db,key,,,,,,
,,,,,,,,"Byler syndrome",GTR,C1866138,,,,,,
,,,,,,,,"FIC1 deficiency",db,key,,,,,,
,,,,,,,,"low γ-GT familial intrahepatic cholestasis",GeneReviews,pfic,,,,,,
,,,,,,,,"MDR3 deficiency",db,key,,,,,,
,,,,,,,,,MeSH,D002780,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,211600,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,OMIM,601847,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,602347,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,172,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",74162007,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Progressive osseous heteroplasia",https://ghr.nlm.nih.gov/condition/progressive-osseous-heteroplasia,"Progressive osseous heteroplasia is a rare condition. Its exact incidence",html:p,"autosomal dominant",,GNAS,https://ghr.nlm.nih.gov/gene/GNAS,"cutaneous ossification",db,key,2009-01,2017-12-29,,,,
,,"is unknown.",,,,,,"ectopic ossification",GTR,C0334041,,,,,,
,,,,,,,,"heterotopic ossification",db,key,,,,,,
,,,,,,,,"myositis ossificans progressiva",GeneReviews,gnas-dis,,,,,,
,,,,,,,,osteodermia,db,key,,,,,,
,,,,,,,,"osteoma cutis",ICD-10-CM,M61.1,,,,,,
,,,,,,,,"osteosis cutis",db,key,,,,,,
,,,html:p,,,,,POH,ICD-10-CM,M61.10,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.11,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.12,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.13,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.14,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.15,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.16,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.17,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.18,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.19,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.111,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.112,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.119,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.121,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.122,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.129,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.131,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.132,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.139,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.141,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.142,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.143,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.144,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.145,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.146,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.151,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.152,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.159,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.161,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.162,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.169,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.171,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.172,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.173,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.174,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.175,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.176,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.177,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.178,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,M61.179,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D009999,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,166350,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,2762,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",719271000,,,,,,
"Progressive pseudorheumatoid dysplasia",https://ghr.nlm.nih.gov/condition/progressive-pseudorheumatoid-dysplasia,"PPRD has been estimated to occur in approximately 1 per million people in",html:p,"autosomal recessive",,WISP3,https://ghr.nlm.nih.gov/gene/WISP3,"progressive pseudorheumatoid arthropathy of childhood",db,key,2013-04,2017-12-29,,,,
,,"the United Kingdom. The condition is thought to be more common in Turkey and the",,,,,,"spondyloepiphyseal dysplasia tarda with progressive arthropathy",GTR,C0432215,,,,,,
,,"Middle East, although its prevalence in these regions is unknown. The condition",,,,,,,db,key,,,,,,
,,"in all regions is likely underdiagnosed because it is often misdiagnosed as",,,,,,,GeneReviews,ppr-dysp,,,,,,
,,"juvenile rheumatoid arthritis.",,,,,,,db,key,,,,,,
,,,html:p,,,,,,MeSH,D010009,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,208230,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,1159,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",254065005,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Progressive supranuclear palsy",https://ghr.nlm.nih.gov/condition/progressive-supranuclear-palsy,"The exact prevalence of progressive supranuclear palsy is unknown. It may",html:p,"autosomal dominant",,MAPT,https://ghr.nlm.nih.gov/gene/MAPT,"progressive supranuclear ophthalmoplegia",db,key,2015-05,2017-12-29,,,,
,,"affect about 6 in 100,000 people worldwide.",,memo,,,,PSP,GTR,C0038868,,,,,,
,,,,"pattern unknown",,,,"Richardson's syndrome",db,key,,,,,,
,,,,,,,,"Steele-Richardson-Olszewski syndrome",GTR,C1836148,,,,,,
,,,,,,,,"supranuclear palsy, progressive",db,key,,,,,,
,,,,,,,,,GTR,C1970476,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,GeneReviews,ftdp-17,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,G23.1,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D013494,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,OMIM,601104,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,609454,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,610898,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,683,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",28978003,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Prolidase deficiency",https://ghr.nlm.nih.gov/condition/prolidase-deficiency,"Prolidase deficiency is a rare disorder. Approximately 70 individuals with",html:p,"autosomal recessive",,PEPD,https://ghr.nlm.nih.gov/gene/PEPD,hyperimidodipeptiduria,db,key,2012-02,2017-12-29,,,,
,,"this disorder have been documented in the medical literature, and researchers",,,,,,"imidodipeptidase deficiency",GTR,C0268532,,,,,,
,,"have estimated that the condition occurs in approximately 1 in 1 million to 1 in",,,,,,PD,db,key,,,,,,
,,"2 million newborns. It is more common in certain areas in northern Israel, both",,,,,,"peptidase deficiency",GeneReviews,prolidase-def,,,,,,
,,"among members of a religious minority called the Druze and in nearby Arab",,,,,,,db,key,,,,,,
,,"Moslem populations.",,,,,,,MeSH,D056732,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,170100,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,742,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",360969006,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",360994007,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",410055005,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Proopiomelanocortin deficiency",https://ghr.nlm.nih.gov/condition/proopiomelanocortin-deficiency,"POMC deficiency is a rare condition; approximately 50 cases have been",html:p,"autosomal recessive",,POMC,https://ghr.nlm.nih.gov/gene/POMC,"obesity, early-onset, adrenal insufficiency, and red hair",db,key,2014-02,2017-12-29,,,,
,,"reported in the medical literature.",,,,,,"POMC deficiency",GTR,C1857854,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,GeneReviews,pomc-def,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D009767,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,609734,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,71526,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",702949005,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Propionic acidemia",https://ghr.nlm.nih.gov/condition/propionic-acidemia,"Propionic acidemia affects about 1 in 100,000 people in the United States.",html:p,"autosomal recessive",,PCCA,https://ghr.nlm.nih.gov/gene/PCCA,"hyperglycinemia with ketoacidosis and leukopenia",db,key,2007-07,2017-12-29,,,,
,,"The condition appears to be more common in several populations worldwide,",,,related-gene,gene-symbol,ghr-page,"ketotic glycinemia",GTR,C0268579,,,,,,
,,"including the Inuit population of Greenland, some Amish communities, and Saudi",,,,PCCB,https://ghr.nlm.nih.gov/gene/PCCB,"ketotic hyperglycinemia",db,key,,,,,,
,,Arabians.,,,,,,"PCC deficiency",GeneReviews,propionic-a,,,,,,
,,,,,,,,PROP,db,key,,,,,,
,,,,,,,,propionicacidemia,ICD-10-CM,E71.121,,,,,,
,,,html:p,,,,,"propionyl-CoA carboxylase deficiency",db,key,,,,,,
,,,,,,,,,MeSH,D056693,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,606054,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,Orphanet,35,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",124718009,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",399087009,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",399149003,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",69080001,,,,,,
"Prostate cancer",https://ghr.nlm.nih.gov/condition/prostate-cancer,"About 1 in 7 men will be diagnosed with prostate cancer at some time during",html:p,"autosomal dominant",,AR,https://ghr.nlm.nih.gov/gene/AR,"cancer of the prostate",db,key,2015-04,2017-12-29,,,,
,,"their life. In addition, studies indicate that many older men have undiagnosed",,memo,related-gene,gene-symbol,ghr-page,"malignant neoplasm of the prostate",GTR,C1836005,,,,,,
,,"prostate cancer that is non- and unlikely to cause symptoms or affect",,"not inherited",,BRCA1,https://ghr.nlm.nih.gov/gene/BRCA1,"prostate carcinoma",db,key,,,,,,
,,"their lifespan. While most men who are diagnosed with prostate cancer do not die",,memo,related-gene,gene-symbol,ghr-page,"prostate neoplasm",GTR,C1836436,,,,,,
,,"from it, this common cancer is still the second leading cause of cancer death",,"pattern unknown",,BRCA2,https://ghr.nlm.nih.gov/gene/BRCA2,"prostatic cancer",db,key,,,,,,
,,"among men in the United States.More than 60 percent of prostate cancers are",html:p,,related-gene,gene-symbol,ghr-page,"prostatic carcinoma",GTR,C1837593,,,,,,
,,"diagnosed after age 65, and the disorder is rare before age 40. In the United",,,,CD82,https://ghr.nlm.nih.gov/gene/CD82,"prostatic neoplasm",db,key,,,,,,
,,"States, African Americans have a higher risk of developing prostate cancer than",,,related-gene,gene-symbol,ghr-page,,GTR,C1837595,,,,,,
,,"do men of other ethnic backgrounds, and they also have a higher risk of dying",,,,CDH1,https://ghr.nlm.nih.gov/gene/CDH1,,db,key,,,,,,
,,"from the disease.",,,related-gene,gene-symbol,ghr-page,,GTR,C1843533,,,,,,
,,,,,,CHEK2,https://ghr.nlm.nih.gov/gene/CHEK2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1846279,,,,,,
,,,,,,EHBP1,https://ghr.nlm.nih.gov/gene/EHBP1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1853195,,,,,,
,,,html:p,,,ELAC2,https://ghr.nlm.nih.gov/gene/ELAC2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1863600,,,,,,
,,,,,,EP300,https://ghr.nlm.nih.gov/gene/EP300,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1864472,,,,,,
,,,,,,EPHB2,https://ghr.nlm.nih.gov/gene/EPHB2,,db,key,,,,,,
,,,html:p,,related-gene,gene-symbol,ghr-page,,GTR,C1970192,,,,,,
,,,,,,EZH2,https://ghr.nlm.nih.gov/gene/EZH2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1970250,,,,,,
,,,,,,FGFR2,https://ghr.nlm.nih.gov/gene/FGFR2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2677771,,,,,,
,,,,,,FGFR4,https://ghr.nlm.nih.gov/gene/FGFR4,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2677772,,,,,,
,,,html:p,,,GNMT,https://ghr.nlm.nih.gov/gene/GNMT,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2677773,,,,,,
,,,,,,HNF1B,https://ghr.nlm.nih.gov/gene/HNF1B,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2677821,,,,,,
,,,,,,HOXB13,https://ghr.nlm.nih.gov/gene/HOXB13,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2678047,,,,,,
,,,,,,HPCX,https://ghr.nlm.nih.gov/gene/HPCX,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2678479,,,,,,
,,,,,,IGF2,https://ghr.nlm.nih.gov/gene/IGF2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2931456,,,,,,
,,,,,,ITGA6,https://ghr.nlm.nih.gov/gene/ITGA6,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C3539120,,,,,,
,,,,,,KLF6,https://ghr.nlm.nih.gov/gene/KLF6,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,CN036094,,,,,,
,,,,,,LRP2,https://ghr.nlm.nih.gov/gene/LRP2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C61,,,,,,
,,,,,,MAD1L1,https://ghr.nlm.nih.gov/gene/MAD1L1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,MeSH,D011471,,,,,,
,,,,,,MED12,https://ghr.nlm.nih.gov/gene/MED12,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,176807,,,,,,
,,,,,,MSMB,https://ghr.nlm.nih.gov/gene/MSMB,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,300147,,,,,,
,,,,,,MSR1,https://ghr.nlm.nih.gov/gene/MSR1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,300704,,,,,,
,,,,,,MXI1,https://ghr.nlm.nih.gov/gene/MXI1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,601518,,,,,,
,,,,,,NBN,https://ghr.nlm.nih.gov/gene/NBN,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,602759,,,,,,
,,,,,,PCAP,https://ghr.nlm.nih.gov/gene/PCAP,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,603688,,,,,,
,,,,,,PCNT,https://ghr.nlm.nih.gov/gene/PCNT,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,604845,,,,,,
,,,,,,PLXNB1,https://ghr.nlm.nih.gov/gene/PLXNB1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,605095,,,,,,
,,,,,,PTEN,https://ghr.nlm.nih.gov/gene/PTEN,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,605099,,,,,,
,,,,,,RNASEL,https://ghr.nlm.nih.gov/gene/RNASEL,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,607592,,,,,,
,,,,,,SRD5A2,https://ghr.nlm.nih.gov/gene/SRD5A2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,608656,,,,,,
,,,,,,STAT3,https://ghr.nlm.nih.gov/gene/STAT3,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,608658,,,,,,
,,,,,,TGFBR1,https://ghr.nlm.nih.gov/gene/TGFBR1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,609299,,,,,,
,,,,,,WRN,https://ghr.nlm.nih.gov/gene/WRN,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,609558,,,,,,
,,,,,,WT1,https://ghr.nlm.nih.gov/gene/WT1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,609717,,,,,,
,,,,,,ZFHX3,https://ghr.nlm.nih.gov/gene/ZFHX3,,db,key,,,,,,
,,,,,,,,,OMIM,610321,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,610997,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,611100,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,611868,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,611928,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,611955,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,611958,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,611959,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,614731,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,615452,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,1331,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",399068003,,,,,,
"Protein C deficiency",https://ghr.nlm.nih.gov/condition/protein-c-deficiency,"Mild protein C deficiency affects approximately 1 in 500 individuals.",html:p,"autosomal dominant",,PROC,https://ghr.nlm.nih.gov/gene/PROC,"hereditary thrombophilia due to protein C deficiency",db,key,2013-05,2017-12-29,,,,
,,"Severe protein C deficiency is rare and occurs in an estimated 1 in 4 million",,,,,,"PROC deficiency",GTR,C2674321,,,,,,
,,newborns.,html:p,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D020151,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,176860,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,612304,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,745,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",439274008,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",441101007,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",441188004,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",76407009,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Protein S deficiency",https://ghr.nlm.nih.gov/condition/protein-s-deficiency,"Mild protein S deficiency is estimated to occur in approximately 1 in 500",html:p,"autosomal dominant",,PROS1,https://ghr.nlm.nih.gov/gene/PROS1,"hereditary thrombophilia due to protein S deficiency",db,key,2009-10,2017-12-29,,,,
,,"individuals. Severe protein S deficiency is rare; however, its exact prevalence",,,,,,,GTR,C2676728,,,,,,
,,"is unknown.",html:p,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D018455,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,612336,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,743,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",1563006,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,"SNOMED CT",439702007,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",440988005,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",441189007,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Proteus syndrome",https://ghr.nlm.nih.gov/condition/proteus-syndrome,"Proteus syndrome is a rare condition with an incidence of less than 1 in 1",html:p,"pattern unknown",,AKT1,https://ghr.nlm.nih.gov/gene/AKT1,PS,db,key,2012-06,2017-12-29,,,,
,,"million people worldwide. Only a few hundred affected individuals have been",,,,,,,GTR,C0085261,,,,,,
,,"reported in the medical literature.Researchers believe that Proteus syndrome may",,,,,,,db,key,,,,,,
,,"be overdiagnosed, as some individuals with other conditions featuring",,,,,,,GeneReviews,proteus,,,,,,
,,"asymmetric overgrowth have been mistakenly diagnosed with Proteus syndrome. To",,,,,,,db,key,,,,,,
,,"make an accurate diagnosis, most doctors and researchers now follow a set of",,,,,,,MeSH,D016715,,,,,,
,,"strict guidelines that define the signs and symptoms of Proteus syndrome.",html:p,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,176920,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,744,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",23150001,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Prothrombin deficiency",https://ghr.nlm.nih.gov/condition/prothrombin-deficiency,"Prothrombin deficiency is very rare; it is estimated to affect 1 in 2",html:p,"autosomal recessive",,F2,https://ghr.nlm.nih.gov/gene/F2,dysprothrombinemia,db,key,2013-11,2017-12-29,,,,
,,"million people in the general population.",,,,,,"factor II deficiency",GTR,C0020640,,,,,,
,,,,,,,,hypoprothrombinemia,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D68.2,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D007020,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,613679,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,325,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",73975000,,,,,,
"Prothrombin thrombophilia",https://ghr.nlm.nih.gov/condition/prothrombin-thrombophilia,"Prothrombin thrombophilia is the second most common inherited form of",html:p,"pattern unknown",,F2,https://ghr.nlm.nih.gov/gene/F2,hyperprothrombinemia,db,key,2008-08,2017-12-29,,,,
